z,f_z,f_prime,f_z_minus_1,f_z_plus_1,speed_z_minus_1,speed_z,speed_z_plus_1,x_z_minus_1,y_z_minus_1,S_z_minus_1,x_z,y_z,S_z,x_z_plus_1,y_z_plus_1,S_z_plus_1,margin_vs_prev,margin_vs_next,margin_vs_best_neighbor
83,0.524,0.05,0.474,0.574,0.574,0.624,0.674,6,12,-9340.605124189817,5,12,-9300.36323153809,5,11,-9702.576522252071,40.24189265172754,402.21329071398213,40.24189265172754
83,0.525,0.05,0.475,0.575,0.575,0.625,0.675,6,12,-9269.769941479346,5,12,-9235.13945466555,5,11,-9642.78806011891,34.63048681379587,407.6486054533598,34.63048681379587
83,0.526,0.05,0.476,0.576,0.576,0.626,0.676,6,12,-9198.934758768875,5,12,-9169.915677793018,5,11,-9582.999597985749,29.019080975856923,413.08392019273015,29.019080975856923
83,0.527,0.05,0.477,0.577,0.577,0.627,0.677,6,12,-9128.099576058405,5,12,-9104.69190092048,5,11,-9523.211135852594,23.407675137925253,418.51923493211507,23.407675137925253
83,0.528,0.05,0.478,0.578,0.578,0.628,0.678,6,12,-9057.264393347934,5,12,-9039.468124047948,5,11,-9463.422673719433,17.796269299986307,423.95454967148544,17.796269299986307
83,0.529,0.05,0.479,0.579,0.579,0.629,0.679,6,12,-8986.429210637463,5,12,-8974.244347175409,5,11,-9403.634211586279,12.184863462054636,429.38986441087036,12.184863462054636
83,0.53,0.05,0.48,0.58,0.58,0.63,0.68,6,12,-8915.594027927,5,12,-8909.020570302877,5,11,-9343.845749453118,6.573457624122966,434.82517915024073,6.573457624122966
83,0.531,0.05,0.481,0.581,0.581,0.631,0.681,6,12,-8844.75884521653,5,12,-8843.796793430338,5,11,-9284.057287319964,0.9620517861912958,440.26049388962565,0.9620517861912958
84,0.043,0.012,0.031,0.055,0.131,0.143,0.155,5,12,-41455.6852296979,5,11,-41450.24991495852,5,10,-41575.26215396421,5.435314739377645,125.01223900569312,5.435314739377645
84,0.043,0.013,0.03,0.056,0.13,0.143,0.156,0,0,-41500,5,11,-41450.24991495852,5,10,-41520.90900657044,49.750085041479906,70.65909161191666,49.750085041479906
84,0.043,0.014,0.029,0.057,0.129,0.143,0.157,0,0,-41500,5,11,-41450.24991495852,5,10,-41466.55585917666,49.750085041479906,16.305944218140212,16.305944218140212
84,0.044,0.012,0.032,0.056,0.132,0.144,0.156,5,12,-41390.461452825366,5,11,-41390.461452825366,5,10,-41520.90900657044,0.0,130.44755374507076,0.0
84,0.044,0.013,0.031,0.057,0.131,0.144,0.157,5,12,-41455.6852296979,5,11,-41390.461452825366,5,10,-41466.55585917666,65.22377687253174,76.09440635129431,65.22377687253174
84,0.044,0.014,0.03,0.058,0.13,0.144,0.158,0,0,-41500,5,11,-41390.461452825366,5,10,-41412.20271178288,109.538547174634,21.74125895751058,21.74125895751058
84,0.045,0.013,0.032,0.058,0.132,0.145,0.158,5,12,-41390.461452825366,5,11,-41330.67299069221,5,10,-41412.20271178288,59.7884621331541,81.52972109066468,59.7884621331541
84,0.045,0.014,0.031,0.059,0.131,0.145,0.159,5,12,-41455.6852296979,5,11,-41330.67299069221,5,10,-41357.8495643891,125.01223900568584,27.176573696888227,27.176573696888227
84,0.046,0.013,0.033,0.059,0.133,0.146,0.159,5,12,-41325.23767595283,5,11,-41270.88452855905,5,10,-41357.8495643891,54.35314739377645,86.9650358300496,54.35314739377645
84,0.046,0.014,0.032,0.06,0.132,0.146,0.16,5,12,-41390.461452825366,5,11,-41270.88452855905,5,10,-41303.49641699532,119.57692426631547,32.61188843626587,32.61188843626587
84,0.047,0.013,0.034,0.06,0.134,0.147,0.16,5,12,-41260.013899080295,5,11,-41211.09606642589,5,10,-41303.49641699532,48.917832654406084,92.40035056942725,48.917832654406084
84,0.047,0.014,0.033,0.061,0.133,0.147,0.161,5,12,-41325.23767595283,5,11,-41211.09606642589,5,10,-41249.14326960154,114.14160952693783,38.04720317565079,38.04720317565079
84,0.048,0.013,0.035,0.061,0.135,0.148,0.161,5,12,-41194.79012220776,5,11,-41151.307604292735,5,10,-41249.14326960154,43.48251791502844,97.83566530880489,43.48251791502844
84,0.048,0.014,0.034,0.062,0.134,0.148,0.162,5,12,-41260.013899080295,5,11,-41151.307604292735,5,10,-41194.79012220776,108.70629478756018,43.48251791502844,43.48251791502844
84,0.049,0.013,0.036,0.062,0.136,0.149,0.162,5,12,-41129.566345335224,5,11,-41091.51914215958,5,10,-41194.79012220776,38.04720317564352,103.27098004818254,38.04720317564352
84,0.049,0.014,0.035,0.063,0.135,0.149,0.163,5,12,-41194.79012220776,5,11,-41091.51914215958,5,10,-41140.43697481398,103.27098004818254,48.91783265439881,48.91783265439881
84,0.05,0.013,0.037,0.063,0.137,0.15,0.163,5,12,-41064.342568462685,5,11,-41031.73068002642,5,10,-41140.43697481398,32.61188843626587,108.70629478756018,32.61188843626587
84,0.05,0.014,0.036,0.064,0.136,0.15,0.164,5,12,-41129.566345335224,5,11,-41031.73068002642,5,10,-41086.0838274202,97.83566530880489,54.35314739378373,54.35314739378373
84,0.05,0.015,0.035,0.065,0.135,0.15,0.165,5,12,-41194.79012220776,5,11,-41031.73068002642,5,10,-41031.73068002642,163.0594421813439,0.0,0.0
84,0.051,0.013,0.038,0.064,0.138,0.151,0.164,5,12,-40999.118791590154,5,11,-40971.942217893265,5,10,-41086.0838274202,27.176573696888227,114.14160952693783,27.176573696888227
84,0.051,0.014,0.037,0.065,0.137,0.151,0.165,5,12,-41064.342568462685,5,11,-40971.942217893265,5,10,-41031.73068002642,92.40035056941997,59.7884621331541,59.7884621331541
84,0.051,0.015,0.036,0.066,0.136,0.151,0.166,5,12,-41129.566345335224,5,11,-40971.942217893265,5,10,-40977.37753263264,157.624127441959,5.435314739377645,5.435314739377645
84,0.052,0.013,0.039,0.065,0.139,0.152,0.165,5,12,-40933.89501471762,5,11,-40912.15375576011,5,10,-41031.73068002642,21.74125895751058,119.5769242663082,21.74125895751058
84,0.052,0.014,0.038,0.066,0.138,0.152,0.166,5,12,-40999.118791590154,5,11,-40912.15375576011,5,10,-40977.37753263264,86.96503583004232,65.22377687253174,65.22377687253174
84,0.052,0.015,0.037,0.067,0.137,0.152,0.167,5,12,-41064.342568462685,5,11,-40912.15375576011,5,10,-40923.02438523887,152.18881270257407,10.87062947875529,10.87062947875529
84,0.053,0.013,0.04,0.066,0.14,0.153,0.166,5,12,-40868.67123784508,5,11,-40852.36529362695,5,10,-40977.37753263264,16.305944218132936,125.01223900569312,16.305944218132936
84,0.053,0.014,0.039,0.067,0.139,0.153,0.167,5,12,-40933.89501471762,5,11,-40852.36529362695,5,10,-40923.02438523887,81.52972109067196,70.65909161191666,70.65909161191666
84,0.053,0.015,0.038,0.068,0.138,0.153,0.168,5,12,-40999.118791590154,5,11,-40852.36529362695,5,10,-40868.67123784508,146.7534979632037,16.305944218132936,16.305944218132936
84,0.054,0.013,0.041,0.067,0.141,0.154,0.167,5,12,-40803.447460972544,5,11,-40792.576831493796,5,10,-40923.02438523887,10.870629478748015,130.44755374507076,10.870629478748015
84,0.054,0.014,0.04,0.068,0.14,0.154,0.168,5,12,-40868.67123784508,5,11,-40792.576831493796,5,10,-40868.67123784508,76.09440635128703,76.09440635128703,76.09440635128703
84,0.054,0.015,0.039,0.069,0.139,0.154,0.169,5,12,-40933.89501471762,5,11,-40792.576831493796,5,10,-40814.31809045131,141.31818322382605,21.74125895751058,21.74125895751058
84,0.055,0.013,0.042,0.068,0.142,0.155,0.168,5,12,-40738.22368410001,5,11,-40732.78836936064,5,10,-40868.67123784508,5.435314739370369,135.88286848444113,5.435314739370369
84,0.055,0.014,0.041,0.069,0.141,0.155,0.169,5,12,-40803.447460972544,5,11,-40732.78836936064,5,10,-40814.31809045131,70.65909161190211,81.52972109066468,70.65909161190211
84,0.055,0.015,0.04,0.07,0.14,0.155,0.17,5,12,-40868.67123784508,5,11,-40732.78836936064,5,10,-40759.96494305752,135.88286848444113,27.17657369688095,27.17657369688095
84,0.056,0.013,0.043,0.069,0.143,0.156,0.169,5,12,-40672.99990722748,5,11,-40672.99990722748,5,10,-40814.31809045131,0.0,141.31818322382605,0.0
84,0.056,0.014,0.042,0.07,0.142,0.156,0.17,5,12,-40738.22368410001,5,11,-40672.99990722748,5,10,-40759.96494305752,65.22377687253174,86.96503583004232,65.22377687253174
84,0.056,0.015,0.041,0.071,0.141,0.156,0.171,5,12,-40803.447460972544,5,11,-40672.99990722748,5,10,-40705.611795663746,130.4475537450635,32.61188843626587,32.61188843626587
84,0.057,0.014,0.043,0.071,0.143,0.157,0.171,5,12,-40672.99990722748,5,11,-40613.21144509432,5,10,-40705.611795663746,59.788462133161374,92.40035056942725,59.788462133161374
84,0.057,0.015,0.042,0.072,0.142,0.157,0.172,5,12,-40738.22368410001,5,11,-40613.21144509432,5,10,-40651.25864826997,125.01223900569312,38.04720317565079,38.04720317565079
84,0.058,0.014,0.044,0.072,0.144,0.158,0.172,5,12,-40607.77613035494,5,11,-40553.422982961165,5,10,-40651.25864826997,54.35314739377645,97.83566530880489,54.35314739377645
84,0.058,0.015,0.043,0.073,0.143,0.158,0.173,5,12,-40672.99990722748,5,11,-40553.422982961165,5,10,-40596.90550087619,119.57692426631547,43.48251791502844,43.48251791502844
84,0.059,0.014,0.045,0.073,0.145,0.159,0.173,5,12,-40542.55235348241,5,11,-40493.63452082801,5,10,-40596.90550087619,48.91783265439881,103.27098004818254,48.91783265439881
84,0.059,0.015,0.044,0.074,0.144,0.159,0.174,5,12,-40607.77613035494,5,11,-40493.63452082801,5,10,-40542.55235348241,114.14160952693055,48.91783265439881,48.91783265439881
84,0.06,0.014,0.046,0.074,0.146,0.16,0.174,5,12,-40477.32857660987,5,11,-40433.84605869485,5,10,-40542.55235348241,43.48251791502116,108.70629478756018,43.48251791502116
84,0.06,0.015,0.045,0.075,0.145,0.16,0.175,5,12,-40542.55235348241,5,11,-40433.84605869485,5,10,-40488.19920608863,108.70629478756018,54.35314739378373,54.35314739378373
84,0.06,0.016,0.044,0.076,0.144,0.16,0.176,5,12,-40607.77613035494,5,11,-40433.84605869485,5,10,-40433.84605869485,173.93007166009193,0.0,0.0
84,0.061,0.014,0.047,0.075,0.147,0.161,0.175,5,12,-40412.10479973734,5,11,-40374.057596561695,5,10,-40488.19920608863,38.04720317564352,114.14160952693783,38.04720317564352
84,0.061,0.015,0.046,0.076,0.146,0.161,0.176,5,12,-40477.32857660987,5,11,-40374.057596561695,5,10,-40433.84605869485,103.27098004817526,59.7884621331541,59.7884621331541
84,0.061,0.016,0.045,0.077,0.145,0.161,0.177,5,12,-40542.55235348241,5,11,-40374.057596561695,5,10,-40379.49291130107,168.49475692071428,5.435314739377645,5.435314739377645
84,0.062,0.014,0.048,0.076,0.148,0.162,0.176,5,12,-40346.8810228648,5,11,-40314.269134428534,5,10,-40433.84605869485,32.61188843626587,119.57692426631547,32.61188843626587
84,0.062,0.015,0.047,0.077,0.147,0.162,0.177,5,12,-40412.10479973734,5,11,-40314.269134428534,5,10,-40379.49291130107,97.83566530880489,65.22377687253902,65.22377687253902
84,0.062,0.016,0.046,0.078,0.146,0.162,0.178,5,12,-40477.32857660987,5,11,-40314.269134428534,5,10,-40325.1397639073,163.05944218133664,10.870629478762567,10.870629478762567
84,0.063,0.014,0.049,0.077,0.149,0.163,0.177,5,12,-40281.65724599227,5,11,-40254.48067229538,5,10,-40379.49291130107,27.176573696888227,125.01223900569312,27.176573696888227
84,0.063,0.015,0.048,0.078,0.148,0.163,0.178,5,12,-40346.8810228648,5,11,-40254.48067229538,5,10,-40325.1397639073,92.40035056941997,70.65909161191666,70.65909161191666
84,0.063,0.016,0.047,0.079,0.147,0.163,0.179,5,12,-40412.10479973734,5,11,-40254.48067229538,5,10,-40270.78661651351,157.624127441959,16.305944218132936,16.305944218132936
84,0.064,0.014,0.05,0.078,0.15,0.164,0.178,5,12,-40216.43346911973,5,11,-40194.69221016222,5,10,-40325.1397639073,21.74125895751058,130.44755374507804,21.74125895751058
84,0.064,0.015,0.049,0.079,0.149,0.164,0.179,5,12,-40281.65724599227,5,11,-40194.69221016222,5,10,-40270.78661651351,86.9650358300496,76.09440635129431,76.09440635129431
84,0.064,0.016,0.048,0.08,0.148,0.164,0.18,5,12,-40346.8810228648,5,11,-40194.69221016222,5,10,-40216.43346911974,152.18881270258134,21.741258957517857,21.741258957517857
84,0.065,0.014,0.051,0.079,0.151,0.165,0.179,5,12,-40151.2096922472,5,11,-40134.903748029064,5,10,-40270.78661651351,16.305944218132936,135.8828684844484,16.305944218132936
84,0.065,0.015,0.05,0.08,0.15,0.165,0.18,5,12,-40216.43346911973,5,11,-40134.903748029064,5,10,-40216.43346911974,81.52972109066468,81.52972109067196,81.52972109066468
84,0.065,0.016,0.049,0.081,0.149,0.165,0.181,5,12,-40281.65724599227,5,11,-40134.903748029064,5,10,-40162.08032172595,146.7534979632037,27.176573696888227,27.176573696888227
84,0.066,0.014,0.052,0.08,0.152,0.166,0.18,5,12,-40085.985915374666,5,11,-40075.11528589591,5,10,-40216.43346911974,10.87062947875529,141.31818322382605,10.87062947875529
84,0.066,0.015,0.051,0.081,0.151,0.166,0.181,5,12,-40151.2096922472,5,11,-40075.11528589591,5,10,-40162.08032172595,76.09440635128703,86.96503583004232,76.09440635128703
84,0.066,0.016,0.05,0.082,0.15,0.166,0.182,5,12,-40216.43346911973,5,11,-40075.11528589591,5,10,-40107.727174332176,141.31818322381878,32.61188843626587,32.61188843626587
84,0.067,0.014,0.053,0.081,0.153,0.167,0.181,5,12,-40020.76213850213,5,11,-40015.32682376275,5,10,-40162.08032172595,5.435314739377645,146.7534979632037,5.435314739377645
84,0.067,0.015,0.052,0.082,0.152,0.167,0.182,5,12,-40085.985915374666,5,11,-40015.32682376275,5,10,-40107.727174332176,70.65909161191666,92.40035056942725,70.65909161191666
84,0.067,0.016,0.051,0.083,0.151,0.167,0.183,5,12,-40151.2096922472,5,11,-40015.32682376275,5,10,-40053.3740269384,135.8828684844484,38.04720317565079,38.04720317565079
84,0.068,0.014,0.054,0.082,0.154,0.168,0.182,5,12,-39955.538361629595,5,11,-39955.538361629595,5,10,-40107.727174332176,0.0,152.18881270258134,0.0
84,0.068,0.015,0.053,0.083,0.153,0.168,0.183,5,12,-40020.76213850213,5,11,-39955.538361629595,5,10,-40053.3740269384,65.22377687253174,97.83566530880489,65.22377687253174
84,0.068,0.016,0.052,0.084,0.152,0.168,0.184,5,12,-40085.985915374666,5,11,-39955.538361629595,5,10,-39999.020879544616,130.44755374507076,43.48251791502116,43.48251791502116
84,0.069,0.015,0.054,0.084,0.154,0.169,0.184,5,12,-39955.538361629595,5,11,-39895.74989949644,5,10,-39999.020879544616,59.7884621331541,103.27098004817526,59.7884621331541
84,0.069,0.016,0.053,0.085,0.153,0.169,0.185,5,12,-40020.76213850213,5,11,-39895.74989949644,5,10,-39944.66773215084,125.01223900568584,48.91783265439881,48.91783265439881
84,0.07,0.015,0.055,0.085,0.155,0.17,0.185,5,12,-39890.314584757056,5,11,-39835.96143736328,5,10,-39944.66773215084,54.35314739377645,108.70629478756018,54.35314739377645
84,0.07,0.016,0.054,0.086,0.154,0.17,0.186,5,12,-39955.538361629595,5,11,-39835.96143736328,5,10,-39890.314584757056,119.57692426631547,54.35314739377645,54.35314739377645
84,0.07,0.017,0.053,0.087,0.153,0.17,0.187,5,12,-40020.76213850213,5,11,-39835.96143736328,5,10,-39835.96143736328,184.80070113884722,0.0,0.0
84,0.071,0.015,0.056,0.086,0.156,0.171,0.186,5,12,-39825.090807884524,5,11,-39776.17297523012,5,10,-39890.314584757056,48.917832654406084,114.14160952693783,48.917832654406084
84,0.071,0.016,0.055,0.087,0.155,0.171,0.187,5,12,-39890.314584757056,5,11,-39776.17297523012,5,10,-39835.96143736328,114.14160952693783,59.788462133161374,59.788462133161374
84,0.071,0.017,0.054,0.088,0.154,0.171,0.188,5,12,-39955.538361629595,5,11,-39776.17297523012,5,10,-39781.6082899695,179.36538639947685,5.435314739384921,5.435314739384921
84,0.072,0.015,0.057,0.087,0.157,0.172,0.187,5,12,-39759.867031011985,5,11,-39716.38451309697,5,10,-39835.96143736328,43.48251791501389,119.5769242663082,43.48251791501389
84,0.072,0.016,0.056,0.088,0.156,0.172,0.188,5,12,-39825.090807884524,5,11,-39716.38451309697,5,10,-39781.6082899695,108.7062947875529,65.22377687253174,65.22377687253174
84,0.072,0.017,0.055,0.089,0.155,0.172,0.189,5,12,-39890.314584757056,5,11,-39716.38451309697,5,10,-39727.25514257572,173.93007166008465,10.870629478748015,10.870629478748015
84,0.073,0.015,0.058,0.088,0.158,0.173,0.188,5,12,-39694.64325413945,5,11,-39656.59605096381,5,10,-39781.6082899695,38.04720317564352,125.01223900569312,38.04720317564352
84,0.073,0.016,0.057,0.089,0.157,0.173,0.189,5,12,-39759.867031011985,5,11,-39656.59605096381,5,10,-39727.25514257572,103.27098004817526,70.65909161190939,70.65909161190939
84,0.073,0.017,0.056,0.09,0.156,0.173,0.19,5,12,-39825.090807884524,5,11,-39656.59605096381,5,10,-39672.90199518194,168.49475692071428,16.305944218132936,16.305944218132936
84,0.074,0.015,0.059,0.089,0.159,0.174,0.189,5,12,-39629.419477266914,5,11,-39596.80758883065,5,10,-39727.25514257572,32.61188843626587,130.44755374507076,32.61188843626587
84,0.074,0.016,0.058,0.09,0.158,0.174,0.19,5,12,-39694.64325413945,5,11,-39596.80758883065,5,10,-39672.90199518194,97.83566530880489,76.09440635129431,76.09440635129431
84,0.074,0.017,0.057,0.091,0.157,0.174,0.191,5,12,-39759.867031011985,5,11,-39596.80758883065,5,10,-39618.54884778816,163.05944218133664,21.74125895751058,21.74125895751058
84,0.075,0.015,0.06,0.09,0.16,0.175,0.19,5,12,-39564.19570039438,5,11,-39537.019126697494,5,10,-39672.90199518194,27.176573696888227,135.8828684844484,27.176573696888227
84,0.075,0.016,0.059,0.091,0.159,0.175,0.191,5,12,-39629.419477266914,5,11,-39537.019126697494,5,10,-39618.54884778816,92.40035056941997,81.52972109066468,81.52972109066468
84,0.075,0.017,0.058,0.092,0.158,0.175,0.192,5,12,-39694.64325413945,5,11,-39537.019126697494,5,10,-39564.19570039438,157.624127441959,27.176573696888227,27.176573696888227
84,0.076,0.015,0.061,0.091,0.161,0.176,0.191,5,12,-39498.97192352185,5,11,-39477.23066456434,5,10,-39618.54884778816,21.74125895751058,141.31818322381878,21.74125895751058
84,0.076,0.016,0.06,0.092,0.16,0.176,0.192,5,12,-39564.19570039438,5,11,-39477.23066456434,5,10,-39564.19570039438,86.96503583004232,86.96503583004232,86.96503583004232
84,0.076,0.017,0.059,0.093,0.159,0.176,0.193,5,12,-39629.419477266914,5,11,-39477.23066456434,5,10,-39509.842553000606,152.18881270257407,32.61188843626587,32.61188843626587
84,0.077,0.015,0.062,0.092,0.162,0.177,0.192,5,12,-39433.74814664931,5,11,-39417.44220243118,5,10,-39564.19570039438,16.305944218132936,146.7534979632037,16.305944218132936
84,0.077,0.016,0.061,0.093,0.161,0.177,0.193,5,12,-39498.97192352185,5,11,-39417.44220243118,5,10,-39509.842553000606,81.52972109067196,92.40035056942725,81.52972109067196
84,0.077,0.017,0.06,0.094,0.16,0.177,0.194,5,12,-39564.19570039438,5,11,-39417.44220243118,5,10,-39455.48940560682,146.7534979632037,38.04720317564352,38.04720317564352
84,0.078,0.015,0.063,0.093,0.163,0.178,0.193,5,12,-39368.52436977677,5,11,-39357.653740298025,5,10,-39509.842553000606,10.870629478748015,152.18881270258134,10.870629478748015
84,0.078,0.016,0.062,0.094,0.162,0.178,0.194,5,12,-39433.74814664931,5,11,-39357.653740298025,5,10,-39455.48940560682,76.09440635128703,97.83566530879762,76.09440635128703
84,0.078,0.017,0.061,0.095,0.161,0.178,0.195,5,12,-39498.97192352185,5,11,-39357.653740298025,5,10,-39401.136258213046,141.31818322382605,43.48251791502116,43.48251791502116
84,0.079,0.015,0.064,0.094,0.164,0.179,0.194,5,12,-39303.30059290424,5,11,-39297.86527816486,5,10,-39455.48940560682,5.435314739377645,157.624127441959,5.435314739377645
84,0.079,0.016,0.063,0.095,0.163,0.179,0.195,5,12,-39368.52436977677,5,11,-39297.86527816486,5,10,-39401.136258213046,70.65909161190939,103.27098004818254,70.65909161190939
84,0.079,0.017,0.062,0.096,0.162,0.179,0.196,5,12,-39433.74814664931,5,11,-39297.86527816486,5,10,-39346.78311081926,135.8828684844484,48.91783265439881,48.91783265439881
84,0.08,0.015,0.065,0.095,0.165,0.18,0.195,5,12,-39238.07681603171,5,11,-39238.07681603171,5,10,-39401.136258213046,0.0,163.05944218133664,0.0
84,0.08,0.016,0.064,0.096,0.164,0.18,0.196,5,12,-39303.30059290424,5,11,-39238.07681603171,5,10,-39346.78311081926,65.22377687253174,108.7062947875529,65.22377687253174
84,0.08,0.017,0.063,0.097,0.163,0.18,0.197,5,12,-39368.52436977677,5,11,-39238.07681603171,5,10,-39292.429963425486,130.4475537450635,54.35314739377645,54.35314739377645
84,0.08,0.018,0.062,0.098,0.162,0.18,0.198,5,12,-39433.74814664931,5,11,-39238.07681603171,5,10,-39238.07681603171,195.6713306176025,0.0,0.0
84,0.081,0.016,0.065,0.097,0.165,0.181,0.197,5,12,-39238.07681603171,5,11,-39178.28835389855,5,10,-39292.429963425486,59.788462133161374,114.14160952693783,59.788462133161374
84,0.081,0.017,0.064,0.098,0.164,0.181,0.198,5,12,-39303.30059290424,5,11,-39178.28835389855,5,10,-39238.07681603171,125.01223900569312,59.788462133161374,59.788462133161374
84,0.081,0.018,0.063,0.099,0.163,0.181,0.199,5,12,-39368.52436977677,5,11,-39178.28835389855,5,10,-39183.72366863793,190.23601587822486,5.435314739384921,5.435314739384921
84,0.082,0.016,0.066,0.098,0.166,0.182,0.198,5,12,-39172.85303915917,5,11,-39118.499891765394,5,10,-39238.07681603171,54.35314739377645,119.57692426631547,54.35314739377645
84,0.082,0.017,0.065,0.099,0.165,0.182,0.199,5,12,-39238.07681603171,5,11,-39118.499891765394,5,10,-39183.72366863793,119.57692426631547,65.22377687253902,65.22377687253902
84,0.082,0.018,0.064,0.1,0.164,0.182,0.2,5,12,-39303.30059290424,5,11,-39118.499891765394,5,10,-39129.37052124415,184.80070113884722,10.87062947875529,10.87062947875529
84,0.083,0.016,0.067,0.099,0.167,0.183,0.199,5,12,-39107.62926228663,5,11,-39058.71142963224,5,10,-39183.72366863793,48.91783265439153,125.01223900569312,48.91783265439153
84,0.083,0.017,0.066,0.1,0.166,0.183,0.2,5,12,-39172.85303915917,5,11,-39058.71142963224,5,10,-39129.37052124415,114.14160952693055,70.65909161190939,70.65909161190939
84,0.083,0.018,0.065,0.101,0.165,0.183,0.201,5,12,-39238.07681603171,5,11,-39058.71142963224,5,10,-39075.017373850365,179.36538639946957,16.30594421812566,16.30594421812566
84,0.084,0.016,0.068,0.1,0.168,0.184,0.2,5,12,-39042.4054854141,5,11,-38998.92296749908,5,10,-39129.37052124415,43.48251791502116,130.44755374507076,43.48251791502116
84,0.084,0.017,0.067,0.101,0.167,0.184,0.201,5,12,-39107.62926228663,5,11,-38998.92296749908,5,10,-39075.017373850365,108.7062947875529,76.09440635128703,76.09440635128703
84,0.084,0.018,0.066,0.102,0.166,0.184,0.202,5,12,-39172.85303915917,5,11,-38998.92296749908,5,10,-39020.66422645659,173.93007166009193,21.74125895751058,21.74125895751058
84,0.085,0.016,0.069,0.101,0.169,0.185,0.201,5,12,-38977.18170854157,5,11,-38939.134505365924,5,10,-39075.017373850365,38.04720317564352,135.88286848444113,38.04720317564352
84,0.085,0.017,0.068,0.102,0.168,0.185,0.202,5,12,-39042.4054854141,5,11,-38939.134505365924,5,10,-39020.66422645659,103.27098004817526,81.52972109066468,81.52972109066468
84,0.085,0.018,0.067,0.103,0.167,0.185,0.203,5,12,-39107.62926228663,5,11,-38939.134505365924,5,10,-38966.31107906281,168.494756920707,27.176573696888227,27.176573696888227
84,0.086,0.016,0.07,0.102,0.17,0.186,0.202,5,12,-38911.95793166903,5,11,-38879.34604323277,5,10,-39020.66422645659,32.611888436258596,141.31818322381878,32.611888436258596
84,0.086,0.017,0.069,0.103,0.169,0.186,0.203,5,12,-38977.18170854157,5,11,-38879.34604323277,5,10,-38966.31107906281,97.83566530879762,86.96503583004232,86.96503583004232
84,0.086,0.018,0.068,0.104,0.168,0.186,0.204,5,12,-39042.4054854141,5,11,-38879.34604323277,5,10,-38911.95793166903,163.05944218132936,32.611888436258596,32.611888436258596
84,0.087,0.016,0.071,0.103,0.171,0.187,0.203,5,12,-38846.7341547965,5,11,-38819.55758109961,5,10,-38966.31107906281,27.176573696888227,146.7534979632037,27.176573696888227
84,0.087,0.017,0.07,0.104,0.17,0.187,0.204,5,12,-38911.95793166903,5,11,-38819.55758109961,5,10,-38911.95793166903,92.40035056941997,92.40035056941997,92.40035056941997
84,0.087,0.018,0.069,0.105,0.169,0.187,0.205,5,12,-38977.18170854157,5,11,-38819.55758109961,5,10,-38857.60478427525,157.624127441959,38.04720317564352,38.04720317564352
84,0.088,0.016,0.072,0.104,0.172,0.188,0.204,5,12,-38781.51037792396,5,11,-38759.76911896645,5,10,-38911.95793166903,21.74125895751058,152.18881270258134,21.74125895751058
84,0.088,0.017,0.071,0.105,0.171,0.188,0.205,5,12,-38846.7341547965,5,11,-38759.76911896645,5,10,-38857.60478427525,86.9650358300496,97.83566530880489,86.9650358300496
84,0.088,0.018,0.07,0.106,0.17,0.188,0.206,5,12,-38911.95793166903,5,11,-38759.76911896645,5,10,-38803.25163688147,152.18881270258134,43.48251791502116,43.48251791502116
84,0.089,0.016,0.073,0.105,0.173,0.189,0.205,5,12,-38716.286601051426,5,11,-38699.98065683329,5,10,-38857.60478427525,16.305944218132936,157.624127441959,16.305944218132936
84,0.089,0.017,0.072,0.106,0.172,0.189,0.206,5,12,-38781.51037792396,5,11,-38699.98065683329,5,10,-38803.25163688147,81.52972109066468,103.27098004817526,81.52972109066468
84,0.089,0.018,0.071,0.107,0.171,0.189,0.207,5,12,-38846.7341547965,5,11,-38699.98065683329,5,10,-38748.89848948769,146.7534979632037,48.91783265439881,48.91783265439881
84,0.09,0.016,0.074,0.106,0.174,0.19,0.206,5,12,-38651.062824178895,5,11,-38640.19219470014,5,10,-38803.25163688147,10.87062947875529,163.05944218132936,10.87062947875529
84,0.09,0.017,0.073,0.107,0.173,0.19,0.207,5,12,-38716.286601051426,5,11,-38640.19219470014,5,10,-38748.89848948769,76.09440635128703,108.7062947875529,76.09440635128703
84,0.09,0.018,0.072,0.108,0.172,0.19,0.208,5,12,-38781.51037792396,5,11,-38640.19219470014,5,10,-38694.545342093916,141.31818322381878,54.35314739377645,54.35314739377645
84,0.091,0.016,0.075,0.107,0.175,0.191,0.207,5,12,-38585.839047306355,5,11,-38580.40373256698,5,10,-38748.89848948769,5.435314739377645,168.49475692071428,5.435314739377645
84,0.091,0.017,0.074,0.108,0.174,0.191,0.208,5,12,-38651.062824178895,5,11,-38580.40373256698,5,10,-38694.545342093916,70.65909161191666,114.14160952693783,70.65909161191666
84,0.091,0.018,0.073,0.109,0.173,0.191,0.209,5,12,-38716.286601051426,5,11,-38580.40373256698,5,10,-38640.19219470013,135.8828684844484,59.7884621331541,59.7884621331541
84,0.091,0.019,0.072,0.11,0.172,0.191,0.21,5,12,-38781.51037792396,5,11,-38580.40373256698,5,10,-38585.839047306355,201.10664535698015,5.435314739377645,5.435314739377645
84,0.092,0.016,0.076,0.108,0.176,0.192,0.208,5,12,-38520.615270433824,5,11,-38520.615270433824,5,10,-38694.545342093916,0.0,173.93007166009193,0.0
